Artistname;RecordTitle;RecordType;Year;SongTitle
Elvis Hitler;Disgraceland;LP;1987;Hot Rod To Hell
Elvis Hitler;Disgraceland;LP;1987;Berlin To Memphis
Elvis Hitler;Disgraceland;LP;1987;Battle Cry Of 1000 Men
Elvis Hitler;Disgraceland;LP;1987;I Love Your Guts
Elvis Hitler;Disgraceland;LP;1987;Cool Daddy In A Cadillac
Elvis Hitler;Disgraceland;LP;1987;Disgraceland
Elvis Hitler;Disgraceland;LP;1987;Crush Your Skull
Elvis Hitler;Disgraceland;LP;1987;Ten Wheels For Jesus
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Ghoul
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Last Sound
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;World Explodes
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Shotgun Shell
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Cathouse
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Bloody Bride
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Yummy Yummy Yummy
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Yummy Yummy Yummy (Satan Mix)
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Shove That Sax
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Dickweed
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Rebellion
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Bury The Hatchet
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Flat Head Boogie
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Open Road
Elvis Hitler;Supersadomasochisticexpialidocious;CD;1992;Don't Push Me
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;Jerusalem
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;Toccata
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;Still...You Turn Me On
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;Karn Evil 9
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;Benny The Bouncer
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;1st Impression Part 2
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;2nd Impression
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;3rd Impression
Emerson,Lake & Palmer;Brain Salad Surgery;LP;1973;1st Impression Part 1
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Make A Pebble
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Lucky Man
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Atropos
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Lachesis
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Clotho
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Knife-Edge
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Barbarian
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Three Fates
Emerson,Lake & Palmer;Emerson, Lake & Palmer;LP;1970;Tank
Emerson,Lake & Palmer;In Concert;LP;1979;Pictures At An Exhibition
Emerson,Lake & Palmer;In Concert;LP;1979;Piano Concerto No.1
Emerson,Lake & Palmer;In Concert;LP;1979;Knife Edge
Emerson,Lake & Palmer;In Concert;LP;1979;Enemy God
Emerson,Lake & Palmer;In Concert;LP;1979;C'est La Vie
Emerson,Lake & Palmer;In Concert;LP;1979;Tiger In A Spotlight
Emerson,Lake & Palmer;In Concert;LP;1979;Peter Gunn
Emerson,Lake & Palmer;In Concert;LP;1979;Introductory Fanfare
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Still
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Karn Evil 9 3rd Impression
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Karn Evil 9 2nd Impression
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Karn Evil 9 1st Impression
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Jeremy Bender
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Piano Improvisations
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Lucky Man
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;You Turn Me On
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Take A Pebble
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Conclusion
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Tarkus
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Toccata
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Jerusalem
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Hoedown
Emerson,Lake & Palmer;Welcome Back, My Friends, To The Show That Never Ends;LP;1974;Sheriff
Emerson,Lake & Palmer;Works;LP;1977;Closer To Believe
Emerson,Lake & Palmer;Works;LP;1977;Piano Concerto No.1
Emerson,Lake & Palmer;Works;LP;1977;Lend Your Love To Me Tonight
Emerson,Lake & Palmer;Works;LP;1977;C'est La Vie
Emerson,Lake & Palmer;Works;LP;1977;Nobody Loves You Like I Do
Emerson,Lake & Palmer;Works;LP;1977;Enemy God
Emerson,Lake & Palmer;Works;LP;1977;L.A. Nights
Emerson,Lake & Palmer;Works;LP;1977;New Orleans
Emerson,Lake & Palmer;Works;LP;1977;Bach Two part Invention In D Minor
Emerson,Lake & Palmer;Works;LP;1977;Food For Your Soul
Emerson,Lake & Palmer;Works;LP;1977;Tank
Emerson,Lake & Palmer;Works;LP;1977;1. Fanfare For The Common Man
Emerson,Lake & Palmer;Works;LP;1977;Pirates
Emerson,Lake & Palmer;Works;LP;1977;Hallowed Be Thy Name
EMF;Lies (7");Single;1991;Head The Ball
EMF;Lies (7");Single;1991;Lies
EMF;Schubert Dip;CD;1991;Longtime
EMF;Schubert Dip;CD;1991;Children
EMF;Schubert Dip;CD;1991;Long Summer Days
EMF;Schubert Dip;CD;1991;When You're Mine
EMF;Schubert Dip;CD;1991;I Believe
EMF;Schubert Dip;CD;1991;Unbelievable
EMF;Schubert Dip;CD;1991;Girl Of An Age
EMF;Schubert Dip;CD;1991;Admit It
EMF;Schubert Dip;CD;1991;Lies
EMF;Schubert Dip;CD;1991;Travelling Not Running
EMF;Stigma;CD;1992;Getting Through
EMF;Stigma;CD;1992;Light That Burns Twice As Bright...
EMF;Stigma;CD;1992;Dog
EMF;Stigma;CD;1992;She Bleeds
EMF;Stigma;CD;1992;Arizona
EMF;Stigma;CD;1992;Inside
EMF;Stigma;CD;1992;Blue Highs
EMF;Stigma;CD;1992;Never Know
EMF;Stigma;CD;1992;It's You That Leaves Me Dry
EMF;Stigma;CD;1992;They're Here
Enigma;Sadeness (7");Single;1990;Sadeness part I (Meditation Mix)
Enigma;Sadeness (7");Single;1990;Sadeness part I
Ennio Morricone;Spiel Mir Das Lied Vom Tod (7");Single;1969;Spiel Mir Das Lied Vom Tod
Ennio Morricone;Spiel Mir Das Lied Vom Tod (7");Single;1969;Das Lied Vom Tod
Ennio Morricone;Takeoff - Filmhits;LP;1978;Bye Bye Colonel
Ennio Morricone;Takeoff - Filmhits;LP;1978;Paying Off Scores
Ennio Morricone;Takeoff - Filmhits;LP;1978;Vice Of Killing
Ennio Morricone;Takeoff - Filmhits;LP;1978;Here's To You
Ennio Morricone;Takeoff - Filmhits;LP;1978;Ballad Of Sacco And Vanzetti
Ennio Morricone;Takeoff - Filmhits;LP;1978;A Gun For Ringo
Ennio Morricone;Takeoff - Filmhits;LP;1978;Adventurer
Ennio Morricone;Takeoff - Filmhits;LP;1978;A Fistful Of Dollars
Ennio Morricone;Takeoff - Filmhits;LP;1978;Once Upon A Time In The West
Ennio Morricone;Takeoff - Filmhits;LP;1978;For A Few Dollars More
Ennio Morricone;Takeoff - Filmhits;LP;1978;Metello
Ennio Morricone;Takeoff - Filmhits;LP;1978;Violent City
Ennio Morricone;Takeoff - Filmhits;LP;1978;What Have You Done To Solange
Ennio Morricone;Takeoff - Filmhits;LP;1978;Moses Theme (Main Title)
Enya;Orinoco Flow (7");Single;1988;Out Of The Blue
Enya;Orinoco Flow (7");Single;1988;Orinoco Flow
ERA;Prophet (12");EP;1986;Heysel Massacre
ERA;Prophet (12");EP;1986;Prophet (12")"
ERA;Sacred Sounds;LP;1988;Sound Of The Mind
ERA;Sacred Sounds;LP;1988;Opening
ERA;Sacred Sounds;LP;1988;Faces Of The Church
ERA;Sacred Sounds;LP;1988;Coincidence
ERA;Sacred Sounds;LP;1988;Sacred Sound
Erasure;Pop! The First 20 Hits;CD;1992;Love To Hate You
Erasure;Pop! The First 20 Hits;CD;1992;Chorus
Erasure;Pop! The First 20 Hits;CD;1992;Star
Erasure;Pop! The First 20 Hits;CD;1992;Blue Savannah
Erasure;Pop! The First 20 Hits;CD;1992;You Surround Me
Erasure;Pop! The First 20 Hits;CD;1992;Drama!
Erasure;Pop! The First 20 Hits;CD;1992;Stop!
Erasure;Pop! The First 20 Hits;CD;1992;A Little Respect
Erasure;Pop! The First 20 Hits;CD;1992;Oh L'amour
Erasure;Pop! The First 20 Hits;CD;1992;Breath Of Life
Erasure;Pop! The First 20 Hits;CD;1992;Take A Chance On Me
Erasure;Pop! The First 20 Hits;CD;1992;Victim Of Love
Erasure;Pop! The First 20 Hits;CD;1992;Am I Right?
Erasure;Pop! The First 20 Hits;CD;1992;It Doesn't Have To Be
Erasure;Pop! The First 20 Hits;CD;1992;Sometimes
Erasure;Pop! The First 20 Hits;CD;1992;Who Needs Love (Like That) (Hamburg Mix)
Erasure;Pop! The First 20 Hits;CD;1992;Circus
Erasure;Pop! The First 20 Hits;CD;1992;Chains Of Love
Erasure;Pop! The First 20 Hits;CD;1992;Ship Of Fools
Erasure;Pop! The First 20 Hits;CD;1992;Heavenly Action
Erasure;Pop! The First 20 Hits;CD;1992;Who Needs Love (Like That)
Erasure;The Circus;LP;1987;Don't Dance
Erasure;The Circus;LP;1987;It Doesn't Have To Be
Erasure;The Circus;LP;1987;Leave Me To Bleed
Erasure;The Circus;LP;1987;Hideaway
Erasure;The Circus;LP;1987;If I Could
Erasure;The Circus;LP;1987;Victim Of Love
Erasure;The Circus;LP;1987;Sexuality
Erasure;The Circus;LP;1987;Spiraling
Erasure;The Circus;LP;1987;Circus
Erasure;The Circus;LP;1987;Sometimes
Eric Clapton;No Reason To Cry;LP;1976;Hello Old Friend
Eric Clapton;No Reason To Cry;LP;1976;Beautiful Thing
Eric Clapton;No Reason To Cry;LP;1976;Carnival
Eric Clapton;No Reason To Cry;LP;1976;Sign Language
Eric Clapton;No Reason To Cry;LP;1976;County Jail
Eric Clapton;No Reason To Cry;LP;1976;All Our Past Times
Eric Clapton;No Reason To Cry;LP;1976;Black Summer Rain
Eric Clapton;No Reason To Cry;LP;1976;Double Trouble
Eric Clapton;No Reason To Cry;LP;1976;Innocent Times
Eric Clapton;No Reason To Cry;LP;1976;Hungry
Eroc;Hagener Wellenreiter (7");Single;1982;Krieg Der Zwerge
Eroc;Hagener Wellenreiter (7");Single;1982;Hagener Wellenreiter
Eroc;Wolkenreise (7");Single;1979;Fito Linte
Eroc;Wolkenreise (7");Single;1979;Wolkenreise
Eruption;One Way Ticket (7");Single;1979;Left Me In the Rain
Eruption;One Way Ticket (7");Single;1979;One Way Ticket
Eurythmics;Revenge;LP;1986;Miracle Of Love
Eurythmics;Revenge;LP;1986;I Remember You
Eurythmics;Revenge;LP;1986;Take Your Pain Away
Eurythmics;Revenge;LP;1986;Thorn In My Side
Eurythmics;Revenge;LP;1986;When Tomorrow Comes
Eurythmics;Revenge;LP;1986;Last Time
Eurythmics;Revenge;LP;1986;Missionary Man
Eurythmics;Revenge;LP;1986;A Little Of You
Eurythmics;Revenge;LP;1986;In This Town!
Eurythmics;Revenge;LP;1986;Let's Go!
Eurythmics;Sweet Dreams;LP;1983;I've Got An Angel
Eurythmics;Sweet Dreams;LP;1983;Somebody Told Me
Eurythmics;Sweet Dreams;LP;1983;This Is The House
Eurythmics;Sweet Dreams;LP;1983;Jennifer
Eurythmics;Sweet Dreams;LP;1983;Sweet Dreams (Are Made Of This)
Eurythmics;Sweet Dreams;LP;1983;Walk
Eurythmics;Sweet Dreams;LP;1983;Wrap It Up
Eurythmics;Sweet Dreams;LP;1983;Love Is A Stranger
Eurythmics;Sweet Dreams;LP;1983;I Could Give You (A Mirror)
Eurythmics;Sweet Dreams;LP;1983;This City Never Sleeps
Eurythmics;Touch;LP;1983;Who's That Girl ?
Eurythmics;Touch;LP;1983;Here Comes The Rain Again
Eurythmics;Touch;LP;1983;Regrets
Eurythmics;Touch;LP;1983;Cool Blue
Eurythmics;Touch;LP;1983;Aqua
Eurythmics;Touch;LP;1983;No Fear, No Hate, No Pain
Eurythmics;Touch;LP;1983;Paint A Rumour
Eurythmics;Touch;LP;1983;First Cut
Eurythmics;Touch;LP;1983;Right By Your Side
Exploited;Horror Epics;LP;1986;Law And Order
Exploited;Horror Epics;LP;1986;Don't Forget The Chaos
Exploited;Horror Epics;LP;1986;Horror Epics
Exploited;Horror Epics;LP;1986;My Life
Exploited;Horror Epics;LP;1986;I Hate You
Exploited;Horror Epics;LP;1986;No More Idols
Exploited;Horror Epics;LP;1986;Maggie
Exploited;Horror Epics;LP;1986;Dangerous Visions
Exploited;Horror Epics;LP;1986;Down Below
Exploited;Horror Epics;LP;1986;Forty Odd Years Ago
Exploited;Horror Epics;LP;1986;Treat You Like Shit
Exploited;Let's Start A War;LP;1983;Let's Start A War (Said Maggie One Day)
Exploited;Let's Start A War;LP;1983;Eyes Of The Vulture
Exploited;Let's Start A War;LP;1983;Safe Below
Exploited;Let's Start A War;LP;1983;Insanity
Exploited;Let's Start A War;LP;1983;Should We Can't We
Exploited;Let's Start A War;LP;1983;Rival Leaders (Remix)
Exploited;Let's Start A War;LP;1983;Wankers
Exploited;Let's Start A War;LP;1983;Another Day To Go Nowhere
Exploited;Let's Start A War;LP;1983;False Hopes
Exploited;Let's Start A War;LP;1983;Kidology
Exploited;Let's Start A War;LP;1983;Psycho
Exploited;Let's Start A War;LP;1983;God Saved The Queen
Exploited;Troops Of Tomorrow;LP;1983;They Won't Stop
Exploited;Troops Of Tomorrow;LP;1983;Daily News
Exploited;Troops Of Tomorrow;LP;1983;Dead Cities
Exploited;Troops Of Tomorrow;LP;1983;Germs
Exploited;Troops Of Tomorrow;LP;1983;So Tragic
Exploited;Troops Of Tomorrow;LP;1983;USA
Exploited;Troops Of Tomorrow;LP;1983;Alternative (Remix)
Exploited;Troops Of Tomorrow;LP;1983;Disorder
Exploited;Troops Of Tomorrow;LP;1983;Rapist
Exploited;Troops Of Tomorrow;LP;1983;Troops Of Tomorrow
Exploited;Troops Of Tomorrow;LP;1983;UK 82
Exploited;Troops Of Tomorrow;LP;1983;Sid Vicious Was Innocent
Exploited;Troops Of Tomorrow;LP;1983;War
Exploited;Troops Of Tomorrow;LP;1983;Jimmy Boyle
Extra;Extra;LP;1980;Dr. Frankenstein
Extra;Extra;LP;1980;Sex
Extra;Extra;LP;1980;White Lady
Extra;Extra;LP;1980;Spuckt In Sein Gesicht
Extra;Extra;LP;1980;Das Wird Niemals Eine Frau
Extra;Extra;LP;1980;Mörderpatrouille
Extra;Extra;LP;1980;Leg An
Extra;Extra;LP;1980;Laß Mich Nicht Erfrieren
Extra;Extra;LP;1980;Hau Zu
Extra;Extra;LP;1980;Wegwerftyp
Extra;Extra;LP;1980;Lolita
Extra;Extra;LP;1980;Ich Werde Alt
Extra;Extra;LP;1980;Du Bist So Eitel
Extrabreit;Europa;LP;1983;Want A Cigar, Miss Kinski ?
Extrabreit;Europa;LP;1983;Das Tier In Dir
Extrabreit;Europa;LP;1983;Europe
Extrabreit;Europa;LP;1983;Virginia Plain
Extrabreit;Europa;LP;1983;Gangster
Extrabreit;Europa;LP;1983;Wollt Ihr Euren Sohn Noch Retten
Extrabreit;Europa;LP;1983;Learning Deutsch
Extrabreit;Europa;LP;1983;Nach Mitternacht
Extrabreit;Europa;LP;1983;Macho Woman
Extrabreit;Her Mit Den Abenteuern (7");Single;1982;Duo Infernal
Extrabreit;Her Mit Den Abenteuern (7");Single;1982;Her Mit Den Abenteuern
Extrabreit;Ihre Grössten Erfolge;LP;1980;Hurra, Hurra, Die Schule Brennt
Extrabreit;Ihre Grössten Erfolge;LP;1980;Alptraumstadt
Extrabreit;Ihre Grössten Erfolge;LP;1980;Hart Wie Marmelade
Extrabreit;Ihre Grössten Erfolge;LP;1980;Lottokönig
Extrabreit;Ihre Grössten Erfolge;LP;1980;Junge, Wir Können So Heiss Sein
Extrabreit;Ihre Grössten Erfolge;LP;1980;Bus Baby
Extrabreit;Ihre Grössten Erfolge;LP;1980;Annemarie
Extrabreit;Ihre Grössten Erfolge;LP;1980;Ich Will Hier Raus
Extrabreit;Ihre Grössten Erfolge;LP;1980;Sturzflug
Extrabreit;Ihre Grössten Erfolge;LP;1980;Flieger, Grüss Mir Die Sonne
Extrabreit;Ihre Grössten Erfolge;LP;1980;Extrabreit
Extrabreit;Ihre Grössten Erfolge;LP;1980;Es Tickt
Extrabreit;Ihre Grössten Erfolge;LP;1980;110
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Lass Die Kleinen In Ruh
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Kokain
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Geisterbahn Fahrn
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Liebling
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Superhelden
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Her Mit Den Abenteuern
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Duo Infernal
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Kleptomanie
Extrabreit;Rückkehr Der Phantastischen 5;LP;1982;Komm Nach Hagen
Eyeless In Gaza;Back From The Rains;LP;1986;Welcome Now
Eyeless In Gaza;Back From The Rains;LP;1986;Your Rich Sky
Eyeless In Gaza;Back From The Rains;LP;1986;Back From The Rains
Eyeless In Gaza;Back From The Rains;LP;1986;New Love Here
Eyeless In Gaza;Back From The Rains;LP;1986;Sweet Life Longer
Eyeless In Gaza;Back From The Rains;LP;1986;Flight Of Swallows
Eyeless In Gaza;Back From The Rains;LP;1986;Lie Still,Sleep Long
Eyeless In Gaza;Back From The Rains;LP;1986;Twilight
Eyeless In Gaza;Back From The Rains;LP;1986;Between These Dreams
Eyeless In Gaza;Back From The Rains;LP;1986;She Moves Thru The Air
Eyeless In Gaza;Back From The Rains;LP;1986;Evening Music
Eyeless In Gaza;Back From The Rains;LP;1986;Catch Me
Eyeless In Gaza;Photographs As Memories;LP;1981;Faceless
Eyeless In Gaza;Photographs As Memories;LP;1981;No Noise
Eyeless In Gaza;Photographs As Memories;LP;1981;Whitewash
Eyeless In Gaza;Photographs As Memories;LP;1981;In Your Painting
Eyeless In Gaza;Photographs As Memories;LP;1981;Knives Replace Air
Eyeless In Gaza;Photographs As Memories;LP;1981;John Of Patmos
Eyeless In Gaza;Photographs As Memories;LP;1981;Seven Years
Eyeless In Gaza;Photographs As Memories;LP;1981;Fixation
Eyeless In Gaza;Photographs As Memories;LP;1981;Looking Daggers
Eyeless In Gaza;Photographs As Memories;LP;1981;From A. To B.
Eyeless In Gaza;Photographs As Memories;LP;1981;Clear Cut Apparently
Eyeless In Gaza;Photographs As Memories;LP;1981;Speech Rapid Fire
Eyeless In Gaza;Photographs As Memories;LP;1981;A Keepsake
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Stay With Me
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;That's All You Need
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Too Bad
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Debris
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Last Orders Please
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Love Lived Here
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;You're So Rude
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Miss Judy's Farm
Faces;A Nod's As Good As A Wink To A Blind Horse;LP;1972;Memphis
Fad Gadget;I Discover Love (12");EP;1983;Lemming Stomp
Fad Gadget;I Discover Love (12");EP;1983;I Discover Love (Extended Version)
Fad Gadget;Incontinent;LP;1981;Plain Clothes
Fad Gadget;Incontinent;LP;1981;Manual Dexterity
Fad Gadget;Incontinent;LP;1981;Blind Eyes
Fad Gadget;Incontinent;LP;1981;Saturday Night Special
Fad Gadget;Incontinent;LP;1981;Innocent Bystander
Fad Gadget;Incontinent;LP;1981;King Of The Flies
Fad Gadget;Incontinent;LP;1981;Diminished Responsibility
Fad Gadget;Incontinent;LP;1981;Incontinent
Fad Gadget;Incontinent;LP;1981;Swallow It
Fad Gadget;The Fad Gadget Singles;LP;1986;Box
Fad Gadget;The Fad Gadget Singles;LP;1986;For Whom The Bells Toll
Fad Gadget;The Fad Gadget Singles;LP;1986;Life On The Line
Fad Gadget;The Fad Gadget Singles;LP;1986;King Of The Flies
Fad Gadget;The Fad Gadget Singles;LP;1986;I Discover Love
Fad Gadget;The Fad Gadget Singles;LP;1986;Collapsing New People
Fad Gadget;The Fad Gadget Singles;LP;1986;Saturday Night Special
Fad Gadget;The Fad Gadget Singles;LP;1986;Lady Shave
Fad Gadget;The Fad Gadget Singles;LP;1986;Back To Nature
Fad Gadget;The Fad Gadget Singles;LP;1986;Fireside Favourite
Fad Gadget;The Fad Gadget Singles;LP;1986;Ricky's Hand
Faith No More;The Real Thing;LP;1989;Zombie Eaters
Faith No More;The Real Thing;LP;1989;Falling To Pieces
Faith No More;The Real Thing;LP;1989;Surprise! You're Dead!
Faith No More;The Real Thing;LP;1989;Epic
Faith No More;The Real Thing;LP;1989;From Out Of Nowhere
Faith No More;The Real Thing;LP;1989;Real Thing
Faith No More;The Real Thing;LP;1989;Woodpecker From Mars
Faith No More;The Real Thing;LP;1989;Morning After
Faith No More;The Real Thing;LP;1989;Underwater Love
Falco;3;LP;1985;It's All Over Now, Baby Blue
Falco;3;LP;1985;Macho Macho
Falco;3;LP;1985;Tango The Night
Falco;3;LP;1985;Rock Me Amadeus
Falco;3;LP;1985;Vienna Calling
Falco;3;LP;1985;Jeanny
Falco;3;LP;1985;Munich Girls
Falco;3;LP;1985;Nothin' Sweeter Than Arabia
Falco;3;LP;1985;America
Falco;3;LP;1985;Männer Des Westens
Falco;Der Kommissar (7");Single;1981;Helden Von Heute
Falco;Der Kommissar (7");Single;1981;Der Kommissar
Falco;Einzelhaft;LP;1982;Nie Mehr Schule
Falco;Einzelhaft;LP;1982;Zuviel Hitze
Falco;Einzelhaft;LP;1982;Helden Von Heute
Falco;Einzelhaft;LP;1982;Hinter Uns Die Sintflut
Falco;Einzelhaft;LP;1982;Maschine Brennt
Falco;Einzelhaft;LP;1982;Ganz Wien
Falco;Einzelhaft;LP;1982;Auf Der Flucht
Falco;Einzelhaft;LP;1982;Siebzehn Jahr
Falco;Einzelhaft;LP;1982;Der Kommissar
Falco;Einzelhaft;LP;1982;Einzelhaft
Falco;Jeanny (7");Single;1985;Jeanny
Falco;Jeanny (7");Single;1985;Männer Des Westens
Falco;Junge Römer;LP;1984;Kann Es Liebe Sein
Falco;Junge Römer;LP;1984;Steuermann
Falco;Junge Römer;LP;1984;Hoch Wie Nie
Falco;Junge Römer;LP;1984;Nur Mit Dir
Falco;Junge Römer;LP;1984;Junge Römer
Falco;Junge Römer;LP;1984;Ihre Tochter
Falco;Junge Römer;LP;1984;Brillantin' Brutal
Falco;Junge Römer;LP;1984;Tut-Ench-Amon
Falco;Junge Römer;LP;1984;No Answer (Hallo Deutschland)
Falco;Maschine Brennt (7");Single;1982;Ganz Wien
Falco;Maschine Brennt (7");Single;1982;Maschine Brennt
Falco;Sound Of Musik (7");Single;1986;Sound Of Musik
Falco;Sound Of Musik (7");Single;1986;Sound Of Musik (Rock'n'Soul Edit)
Fall;Cruiser's Creek (12");EP;1985;L.A.
Fall;Cruiser's Creek (12");EP;1985;Cruiser's Creek
Fall;Cruiser's Creek (12");EP;1985;Vixen
Fall;The Frenz Experiment;LP;1988;Hit The North Part 1
Fall;The Frenz Experiment;LP;1988;Oswald Defence Lawyer
Fall;The Frenz Experiment;LP;1988;Guest Information
Fall;The Frenz Experiment;LP;1988;Bremen Nacht
Fall;The Frenz Experiment;LP;1988;In These Times
Fall;The Frenz Experiment;LP;1988;Carry Bag Man
Fall;The Frenz Experiment;LP;1988;Athlete Cured
Fall;The Frenz Experiment;LP;1988;Victoria
Fall;The Frenz Experiment;LP;1988;Get A Hotel
Fall;The Frenz Experiment;LP;1988;Frenz
Fall;The Frenz Experiment;LP;1988;Steak Place
Fall;This Nation's Saving Grace;LP;1985;Mansion
Fall;This Nation's Saving Grace;LP;1985;To Nkroachment: Yarbles
Fall;This Nation's Saving Grace;LP;1985;Paint Work
Fall;This Nation's Saving Grace;LP;1985;My New House
Fall;This Nation's Saving Grace;LP;1985;Bombast
Fall;This Nation's Saving Grace;LP;1985;Gut Of The Quantifier
Fall;This Nation's Saving Grace;LP;1985;I Am Damo Suzuki
Fall;This Nation's Saving Grace;LP;1985;L.A.
Fall;This Nation's Saving Grace;LP;1985;Cruiser's Creek
Fall;This Nation's Saving Grace;LP;1985;Spoilt Victorian Child
Fall;This Nation's Saving Grace;LP;1985;What You Need
Fall;White Lightning (12");EP;1990;Blood Outta Stone
Fall;White Lightning (12");EP;1990;Zagreb
Fall;White Lightning (12");EP;1990;Funeral Mix
Fall;White Lightning (12");EP;1990;White Lightning
Fallen Angels;Fallen Angels;LP;1984;Falling
Fallen Angels;Fallen Angels;LP;1984;Amphetamine Blue
Fallen Angels;Fallen Angels;LP;1984;Cuckoo Land
Fallen Angels;Fallen Angels;LP;1984;Runaround
Fallen Angels;Fallen Angels;LP;1984;Rain Rain Rain
Fallen Angels;Fallen Angels;LP;1984;Straight City
Fallen Angels;Fallen Angels;LP;1984;Vipers In The Dark
Fallen Angels;Fallen Angels;LP;1984;Inner Planet Love
Fallen Angels;Fallen Angels;LP;1984;New Society
Fallen Angels;Fallen Angels;LP;1984;Kiss It Goodbye
Fallen Angels;Fallen Angels;LP;1984;Black & White World
Fallen Angels;In Loving Memory;LP;1986;Sailors On The Sea
Fallen Angels;In Loving Memory;LP;1986;Ah-Ha
Fallen Angels;In Loving Memory;LP;1986;Hey Susie
Fallen Angels;In Loving Memory;LP;1986;Chasing Dreams
Fallen Angels;In Loving Memory;LP;1986;Country Girl
Fallen Angels;In Loving Memory;LP;1986;Disipline
Fallen Angels;In Loving Memory;LP;1986;Strung Out On You
Fallen Angels;In Loving Memory;LP;1986;Dream Girl
Fallen Angels;In Loving Memory;LP;1986;Falling Rain
Fallen Angels;In Loving Memory;LP;1986;Stalk The Girls
Fallen Angels;In Loving Memory;LP;1986;Goodnight Darling
Family 5;Ball Der Verwirrung;LP;1983;Die Kapieren Nicht! (Ran! Ran! Ran!)
Family 5;Ball Der Verwirrung;LP;1983;Japaner In Düsseldorf
Family 5;Ball Der Verwirrung;LP;1983;Traumvers
Family 5;Ball Der Verwirrung;LP;1983;Der Lange Weg
Family 5;Ball Der Verwirrung;LP;1983;Muffgruff
